RT,SERIALNO,PUMA,HHL,HHT
H,1290615,3000,2.0,1.0
H,1290616,2303,1.0,1.0
H,1290626,4605,1.0,3.0
H,1290656,6807,,
H,1290670,2310,1.0,4.0
H,1290688,4904,3.0,1.0
H,1290715,502,1.0,6.0
H,1290732,5302,1.0,6.0
H,1290753,4614,2.0,2.0
H,1290755,2003,1.0,5.0
H,1290756,5500,,
H,1290761,6601,,
H,1290762,4504,,
H,1290787,2102,1.0,4.0
H,1290790,2313,1.0,6.0
H,1290791,200,,
H,1290795,1800,,
H,1290822,5903,1.0,1.0
H,1290826,2200,1.0,1.0
H,1290832,2315,1.0,6.0
H,1290838,5306,,
H,1290871,5202,2.0,2.0
H,1290916,4701,1.0,3.0
H,1290922,6200,2.0,6.0
H,1290937,3301,2.0,2.0
H,1290957,3900,1.0,3.0
H,1290964,4100,1.0,1.0
H,1290967,2508,4.0,1.0
H,1290976,400,,
H,1290997,5000,,
H,1291002,4627,1.0,1.0
H,1291003,1905,,
H,1291006,3700,1.0,1.0
H,1291007,2003,1.0,2.0
H,1291019,5907,2.0,1.0
H,1291038,5306,,
H,1291070,3601,1.0,1.0
H,1291089,6400,2.0,3.0
H,1291104,3000,1.0,1.0
H,1291136,2312,1.0,1.0
H,1291151,5916,1.0,1.0
H,1291153,4609,1.0,2.0
H,1291190,2005,,
H,1291192,4624,1.0,1.0
H,1291196,6801,2.0,3.0
H,1291200,3200,,
H,1291221,1904,4.0,1.0
H,1291259,400,,
H,1291274,2309,1.0,1.0
H,1291280,4607,2.0,6.0
H,1291282,4611,2.0,1.0
H,1291292,200,1.0,6.0
H,1291307,2515,1.0,1.0
H,1291316,4604,1.0,4.0
H,1291318,2320,1.0,1.0
H,1291337,2514,1.0,6.0
H,1291358,100,2.0,1.0
H,1291360,4609,1.0,6.0
H,1291376,4604,1.0,5.0
H,1291384,5306,2.0,2.0
H,1291408,3304,,
H,1291426,3900,1.0,1.0
H,1291441,3000,2.0,3.0
H,1291444,2510,1.0,3.0
H,1291453,5901,2.0,1.0
H,1291454,4607,1.0,6.0
H,1291466,3602,2.0,3.0
H,1291468,1000,1.0,1.0
H,1291508,5600,2.0,4.0
H,1291512,5301,1.0,2.0
H,1291526,2317,1.0,1.0
H,1291527,4616,3.0,4.0
H,1291560,3400,,
H,1291562,2315,1.0,2.0
H,1291570,6807,2.0,1.0
H,1291598,2101,1.0,1.0
H,1291606,3400,1.0,4.0
H,1291624,5910,1.0,6.0
H,1291635,2002,1.0,6.0
H,1291668,5308,4.0,1.0
H,1291693,5902,1.0,2.0
H,1291700,300,1.0,6.0
H,1291706,3306,2.0,2.0
H,1291709,2101,1.0,5.0
H,1291721,502,2.0,4.0
H,1291726,300,1.0,3.0
H,1291730,5907,1.0,4.0
H,1291749,2510,1.0,1.0
H,1291767,2006,1.0,1.0
H,1291773,5307,1.0,4.0
H,1291786,4628,1.0,4.0
H,1291812,2316,2.0,6.0
H,1291818,2321,1.0,3.0
H,1291822,2512,1.0,3.0
H,1291827,5204,1.0,1.0
H,1291840,5301,1.0,1.0
H,1291859,4621,1.0,4.0
H,1291864,800,1.0,4.0
H,1291868,2513,2.0,1.0
H,1291888,6702,2.0,3.0
H,1291892,4628,1.0,1.0
H,1291903,5800,1.0,4.0
H,1291907,4629,1.0,1.0
H,1291932,2102,1.0,6.0
H,1291941,3700,1.0,1.0
H,1291950,2600,1.0,1.0
H,1291953,5309,2.0,5.0
H,1291962,4400,,
H,1292003,100,,
H,1292017,2303,1.0,3.0
H,1292023,4903,2.0,4.0
H,1292024,5916,1.0,1.0
H,1292026,2313,1.0,7.0
H,1292055,3400,,
H,1292059,3602,,
H,1292075,4630,1.0,5.0
H,1292077,2505,1.0,3.0
H,1292084,100,1.0,1.0
H,1292090,3303,2.0,1.0
H,1292091,4903,3.0,1.0
H,1292102,2309,1.0,6.0
H,1292133,4901,1.0,3.0
H,1292138,3502,1.0,1.0
H,1292143,5911,1.0,1.0
H,1292144,5306,,
H,1292146,2400,1.0,1.0
H,1292159,2303,2.0,1.0
H,1292160,4000,,
H,1292173,2503,1.0,4.0
H,1292200,5500,2.0,1.0
H,1292202,3200,,
H,1292211,2502,,
H,1292214,2513,,
H,1292218,4638,1.0,3.0
H,1292219,4604,2.0,1.0
H,1292222,5307,1.0,1.0
H,1292247,1200,,
H,1292267,5904,1.0,6.0
H,1292289,3501,1.0,6.0
H,1292302,6100,1.0,6.0
H,1292323,5500,1.0,6.0
H,1292327,5909,2.0,1.0
H,1292357,4200,1.0,1.0
H,1292362,2600,1.0,1.0
H,1292372,2501,4.0,6.0
H,1292374,4612,1.0,4.0
H,1292378,4603,,
H,1292379,2510,1.0,6.0
H,1292382,5307,1.0,1.0
H,1292390,2900,2.0,1.0
H,1292395,5204,1.0,3.0
H,1292413,5905,2.0,6.0
H,1292415,2200,1.0,1.0
H,1292418,4613,1.0,6.0
H,1292428,4620,1.0,4.0
H,1292430,2308,1.0,5.0
H,1292435,100,1.0,6.0
H,1292448,2508,2.0,3.0
H,1292453,5904,2.0,1.0
H,1292521,3302,2.0,1.0
H,1292528,700,3.0,1.0
H,1292533,5400,1.0,1.0
H,1292545,6200,2.0,1.0
H,1292562,2506,1.0,6.0
H,1292568,4100,,
H,1292576,3700,1.0,6.0
H,1292581,3900,,
H,1292594,3502,1.0,3.0
H,1292596,5302,1.0,6.0
H,1292605,4200,1.0,1.0
H,1292609,4902,5.0,1.0
H,1292632,4302,1.0,1.0
H,1292638,1800,1.0,1.0
H,1292644,6400,2.0,1.0
H,1292659,4629,3.0,2.0
H,1292665,3900,,
H,1292673,4609,1.0,1.0
H,1292681,4624,,
H,1292715,4903,4.0,1.0
H,1292719,4604,1.0,1.0
H,1292726,100,1.0,6.0
H,1292730,3000,,
H,1292739,2310,1.0,1.0
H,1292793,2600,,
H,1292849,5906,2.0,1.0
H,1292855,800,2.0,3.0
H,1292858,100,,
H,1292868,4603,4.0,1.0
H,1292884,2307,5.0,1.0
H,1292891,2600,1.0,1.0
H,1292893,400,1.0,1.0
H,1292895,2507,1.0,3.0
H,1292901,2700,1.0,1.0
H,1292910,2503,2.0,2.0
H,1292914,6500,1.0,1.0
H,1292918,3200,1.0,3.0
H,1292947,5600,1.0,6.0
H,1292959,5203,2.0,1.0
H,1292968,5000,1.0,6.0
H,1292985,6400,,
H,1293015,3100,1.0,1.0
H,1293030,3801,1.0,5.0
H,1293052,900,1.0,1.0
H,1293064,2312,1.0,1.0
H,1293067,1000,2.0,1.0
H,1293072,3900,1.0,1.0
H,1293101,3502,3.0,1.0
H,1293102,4701,1.0,1.0
H,1293113,2509,1.0,1.0
H,1293116,1901,1.0,1.0
H,1293119,4619,1.0,6.0
H,1293152,4701,2.0,4.0
H,1293166,4701,1.0,1.0
H,1293167,4611,1.0,1.0
H,1293175,200,1.0,1.0
H,1293187,1905,1.0,1.0
H,1293192,3802,1.0,1.0
H,1293202,2600,,
H,1293215,2322,4.0,1.0
H,1293217,4302,1.0,6.0
H,1293230,5800,2.0,1.0
H,1293248,5100,,
H,1293249,3601,,
H,1293251,2306,1.0,4.0
H,1293269,4608,2.0,3.0
H,1293281,3601,,
H,1293288,6500,1.0,1.0
H,1293305,2305,,
H,1293322,5907,2.0,5.0
H,1293352,700,1.0,4.0
H,1293389,700,,
H,1293402,5911,1.0,4.0
H,1293407,3601,1.0,1.0
H,1293432,5302,2.0,1.0
H,1293438,5916,1.0,6.0
H,1293481,2200,1.0,1.0
H,1293488,2600,,
H,1293489,6703,2.0,3.0
H,1293518,2321,1.0,4.0
H,1293538,1600,1.0,3.0
H,1293539,2502,1.0,1.0
H,1293545,6301,2.0,2.0
H,1293548,1600,1.0,1.0
H,1293558,6602,2.0,6.0
H,1293561,1901,1.0,1.0
H,1293568,4100,,
H,1293605,2306,1.0,1.0
H,1293607,6801,2.0,1.0
H,1293609,5913,,
H,1293619,4302,,
H,1293623,4701,,
H,1293624,1000,1.0,3.0
H,1293628,2303,1.0,4.0
H,1293629,2001,1.0,4.0
H,1293637,4902,,
H,1293641,4612,3.0,1.0
H,1293650,4625,4.0,1.0
H,1293660,3200,,
H,1293682,4623,2.0,4.0
H,1293717,6702,2.0,1.0
H,1293718,5400,,
H,1293721,700,,
H,1293730,4602,,
H,1293734,4606,,
H,1293840,5500,2.0,3.0
H,1293852,400,2.0,3.0
H,1293853,2200,,
H,1293867,2505,1.0,3.0
H,1293874,3306,2.0,1.0
H,1293878,400,2.0,3.0
H,1293882,2307,3.0,6.0
H,1293921,3700,1.0,1.0
H,1293922,3802,1.0,1.0
H,1293937,1903,1.0,4.0
H,1293938,501,1.0,3.0
H,1293941,2600,,
H,1293968,6200,2.0,6.0
H,1293971,2400,1.0,3.0
H,1293975,4632,2.0,1.0
H,1293989,4617,2.0,2.0
H,1294007,2513,1.0,1.0
H,1294008,4612,4.0,1.0
H,1294011,3801,2.0,1.0
H,1294020,5000,,
H,1294032,2003,1.0,1.0
H,1294037,4615,2.0,1.0
H,1294054,5307,1.0,7.0
H,1294062,5906,2.0,1.0
H,1294063,1000,1.0,1.0
H,1294074,4626,5.0,4.0
H,1294093,4613,1.0,4.0
H,1294127,2600,1.0,1.0
H,1294135,4630,1.0,6.0
H,1294144,5903,3.0,4.0
H,1294151,5913,1.0,3.0
H,1294153,2102,2.0,1.0
H,1294154,5000,,
H,1294163,5303,2.0,5.0
H,1294170,2005,1.0,6.0
H,1294183,400,2.0,6.0
H,1294218,3501,1.0,1.0
H,1294226,2102,1.0,6.0
H,1294230,5904,2.0,5.0
H,1294232,5204,1.0,1.0
H,1294260,5916,2.0,3.0
H,1294292,2600,,
H,1294300,1700,1.0,1.0
H,1294309,5913,1.0,1.0
H,1294341,4609,1.0,1.0
H,1294361,2516,1.0,1.0
H,1294388,1906,4.0,3.0
H,1294401,2400,1.0,1.0
H,1294403,4611,1.0,3.0
H,1294420,1200,1.0,6.0
H,1294423,4614,2.0,3.0
H,1294443,4604,1.0,6.0
H,1294447,2509,1.0,6.0
H,1294460,2102,1.0,4.0
H,1294480,3100,1.0,4.0
H,1294481,2003,1.0,1.0
H,1294495,2700,1.0,3.0
H,1294498,4903,2.0,1.0
H,1294509,5400,1.0,1.0
H,1294516,1800,,
H,1294520,5201,,
H,1294528,400,,
H,1294570,4903,1.0,4.0
H,1294581,2305,1.0,4.0
H,1294599,1300,1.0,4.0
H,1294612,2005,1.0,7.0
H,1294631,400,1.0,6.0
H,1294632,4000,,
H,1294637,1100,1.0,4.0
H,1294657,6701,,
H,1294663,900,1.0,1.0
H,1294685,2800,,
H,1294701,2001,,
H,1294708,3801,1.0,6.0
H,1294730,2503,,
H,1294732,2005,2.0,1.0
H,1294736,2900,,
H,1294742,3302,1.0,6.0
H,1294756,6802,2.0,6.0
H,1294762,6603,,
H,1294772,4637,2.0,1.0
H,1294780,2004,1.0,3.0
H,1294782,2516,1.0,4.0
H,1294798,4625,1.0,4.0
H,1294811,4903,2.0,2.0
H,1294820,2504,1.0,4.0
H,1294821,2503,1.0,1.0
H,1294853,501,,
H,1294868,6302,2.0,1.0
H,1294881,4803,1.0,1.0
H,1294889,4623,2.0,1.0
H,1294898,1800,1.0,1.0
H,1294938,5911,,
H,1294967,3501,1.0,1.0
H,1294970,2512,,
H,1294979,3501,1.0,1.0
H,1294985,5203,1.0,1.0
H,1294996,1905,1.0,1.0
H,1295030,4618,2.0,4.0
H,1295031,2200,1.0,3.0
H,1295052,4627,1.0,1.0
H,1295062,1000,1.0,3.0
H,1295090,2316,2.0,3.0
H,1295096,1300,1.0,1.0
H,1295108,5302,,
H,1295140,800,1.0,1.0
H,1295143,6602,2.0,7.0
H,1295160,4634,1.0,1.0
H,1295176,4701,1.0,3.0
H,1295178,800,1.0,1.0
H,1295210,4608,1.0,7.0
H,1295221,2006,1.0,1.0
H,1295223,3900,1.0,5.0
H,1295263,2315,1.0,1.0
H,1295264,5400,2.0,1.0
H,1295270,100,,
H,1295276,4621,1.0,1.0
H,1295312,2800,,
H,1295313,3302,2.0,1.0
H,1295326,2311,2.0,1.0
H,1295336,5100,1.0,1.0
H,1295361,5914,1.0,1.0
H,1295375,5400,1.0,6.0
H,1295377,5915,1.0,1.0
H,1295387,4610,1.0,2.0
H,1295394,3304,,
H,1295396,6302,2.0,4.0
H,1295406,3306,2.0,1.0
H,1295426,2800,,
H,1295427,2700,1.0,1.0
H,1295430,200,1.0,6.0
H,1295442,3502,1.0,1.0
H,1295448,3200,2.0,1.0
H,1295451,1502,1.0,1.0
H,1295463,5905,2.0,1.0
H,1295482,6602,1.0,7.0
H,1295485,3502,1.0,6.0
H,1295497,4638,2.0,6.0
H,1295523,700,1.0,1.0
H,1295549,800,,
H,1295550,4610,1.0,4.0
H,1295567,2306,1.0,1.0
H,1295589,2509,,
H,1295595,5600,2.0,1.0
H,1295614,6703,,
H,1295630,3502,1.0,1.0
H,1295639,4624,1.0,6.0
H,1295666,100,1.0,1.0
H,1295677,5000,,
H,1295703,4634,2.0,1.0
H,1295704,3601,1.0,1.0
H,1295705,5910,2.0,1.0
H,1295706,2309,1.0,4.0
H,1295716,4400,1.0,6.0
H,1295721,2316,1.0,1.0
H,1295724,4901,1.0,3.0
H,1295725,3502,1.0,6.0
H,1295742,400,1.0,3.0
H,1295750,4604,1.0,1.0
H,1295782,3900,,
H,1295784,3900,1.0,1.0
H,1295795,4629,2.0,1.0
H,1295808,2600,1.0,1.0
H,1295811,2312,,
H,1295845,2310,2.0,3.0
H,1295846,2303,,
H,1295849,6500,,
H,1295871,4100,1.0,3.0
H,1295879,2304,1.0,1.0
H,1295884,502,1.0,1.0
H,1295887,1501,1.0,1.0
H,1295895,1905,1.0,1.0
H,1295913,6000,,
H,1295929,2319,,
H,1295932,5307,1.0,6.0
H,1295935,5306,1.0,6.0
H,1295983,3304,2.0,1.0
H,1295993,3802,2.0,3.0
H,1295998,800,1.0,6.0
H,1296001,1501,,
H,1296006,5903,2.0,1.0
H,1296009,4302,,
H,1296023,4601,1.0,5.0
H,1296027,5201,1.0,1.0
H,1296029,100,1.0,4.0
H,1296034,4603,1.0,4.0
H,1296064,5904,2.0,6.0
H,1296075,6701,2.0,1.0
H,1296077,4610,1.0,6.0
H,1296109,800,1.0,1.0
H,1296115,2510,,
H,1296129,2313,1.0,6.0
H,1296130,4100,1.0,3.0
H,1296146,5400,1.0,1.0
H,1296154,4400,2.0,1.0
H,1296157,3602,,
H,1296169,2501,1.0,1.0
H,1296183,1000,1.0,4.0
H,1296190,5903,2.0,2.0
H,1296196,900,,
H,1296199,4618,2.0,1.0
H,1296206,4616,1.0,1.0
H,1296225,2320,2.0,1.0
H,1296229,5912,4.0,1.0
H,1296238,1800,,
H,1296257,4623,2.0,1.0
H,1296261,5000,1.0,1.0
H,1296263,5905,1.0,2.0
H,1296264,5800,1.0,1.0
H,1296289,2311,2.0,1.0
H,1296299,1100,,
H,1296323,5306,,
H,1296337,5500,1.0,1.0
H,1296339,4400,1.0,1.0
H,1296343,1100,1.0,1.0
H,1296344,5907,2.0,1.0
H,1296347,5600,1.0,5.0
H,1296362,600,1.0,6.0
H,1296363,2003,1.0,1.0
H,1296378,4803,1.0,5.0
H,1296392,4637,2.0,3.0
H,1296395,100,1.0,3.0
H,1296434,5902,2.0,4.0
H,1296446,3502,,
H,1296448,2900,3.0,1.0
H,1296456,5204,1.0,1.0
H,1296489,1902,1.0,1.0
H,1296498,1700,1.0,6.0
H,1296516,6806,2.0,1.0
H,1296517,6000,1.0,6.0
H,1296531,4902,2.0,1.0
H,1296544,2313,2.0,2.0
H,1296568,2600,,
H,1296573,5910,2.0,3.0
H,1296574,5308,2.0,4.0
H,1296587,4100,,
H,1296589,4618,2.0,1.0
H,1296596,4503,1.0,1.0
H,1296601,501,1.0,4.0
H,1296611,800,2.0,1.0
H,1296651,4902,2.0,4.0
H,1296653,5911,2.0,1.0
H,1296656,2314,1.0,6.0
H,1296679,6301,2.0,6.0
H,1296689,3601,1.0,1.0
H,1296706,2101,1.0,3.0
H,1296715,3700,1.0,1.0
H,1296725,4629,1.0,1.0
H,1296733,6400,2.0,3.0
H,1296735,5912,1.0,4.0
H,1296736,2102,1.0,1.0
H,1296775,2001,4.0,1.0
H,1296785,2319,2.0,1.0
H,1296823,100,,
H,1296828,4702,4.0,3.0
H,1296833,5201,1.0,1.0
H,1296841,4503,,
H,1296881,5400,1.0,1.0
H,1296883,100,2.0,1.0
H,1296884,1906,2.0,1.0
H,1296885,5201,,
H,1296887,2507,1.0,3.0
H,1296893,4629,1.0,1.0
H,1296903,2503,1.0,1.0
H,1296906,3900,1.0,1.0
H,1296907,3802,1.0,3.0
H,1296909,2101,2.0,1.0
H,1296911,3000,4.0,1.0
H,1296912,4604,1.0,6.0
H,1296915,2508,1.0,4.0
H,1296928,1502,1.0,6.0
H,1296938,4631,3.0,1.0
H,1296971,2506,,
H,1296990,2600,,
H,1297027,4626,1.0,3.0
H,1297043,1700,1.0,1.0
H,1297060,4200,1.0,1.0
H,1297063,1800,,
H,1297064,200,2.0,5.0
H,1297108,5000,2.0,1.0
H,1297125,5902,,
H,1297126,4100,1.0,6.0
H,1297133,100,,
H,1297134,3601,1.0,1.0
H,1297166,4638,2.0,1.0
H,1297171,2200,,
H,1297177,1902,4.0,1.0
H,1297187,4000,1.0,1.0
H,1297206,300,1.0,1.0
H,1297218,4302,1.0,3.0
H,1297220,1200,1.0,3.0
H,1297227,2514,2.0,5.0
H,1297255,5400,,
H,1297256,200,1.0,6.0
H,1297267,6100,1.0,1.0
H,1297277,4200,1.0,1.0
H,1297305,6301,2.0,2.0
H,1297313,4903,,
H,1297343,800,1.0,3.0
H,1297369,2308,1.0,1.0
H,1297410,3900,2.0,1.0
H,1297414,1800,1.0,6.0
H,1297421,2316,2.0,3.0
H,1297438,3302,,
H,1297449,4903,1.0,6.0
H,1297458,4603,1.0,1.0
H,1297483,5203,1.0,4.0
H,1297486,5902,1.0,6.0
H,1297506,2004,1.0,1.0
H,1297518,502,2.0,1.0
H,1297539,800,1.0,4.0
H,1297545,2003,1.0,1.0
H,1297554,2507,1.0,2.0
H,1297560,501,1.0,4.0
H,1297564,5309,1.0,1.0
H,1297568,6805,2.0,3.0
H,1297582,3304,2.0,1.0
H,1297594,900,1.0,1.0
H,1297605,4607,1.0,4.0
H,1297619,4603,1.0,3.0
H,1297637,4632,4.0,1.0
H,1297645,3602,,
H,1297650,5305,1.0,6.0
H,1297657,4605,1.0,1.0
H,1297662,3400,1.0,6.0
H,1297668,900,,
H,1297671,3000,1.0,3.0
H,1297682,4624,1.0,1.0
H,1297683,5914,1.0,1.0
H,1297703,4623,,
H,1297710,100,2.0,5.0
H,1297714,2320,2.0,1.0
H,1297717,700,1.0,6.0
H,1297719,5916,1.0,6.0
H,1297734,1800,1.0,1.0
H,1297756,4503,1.0,5.0
H,1297761,600,1.0,1.0
H,1297762,3200,2.0,1.0
H,1297778,4616,1.0,6.0
H,1297780,3502,1.0,4.0
H,1297802,2315,2.0,6.0
H,1297808,2513,1.0,3.0
H,1297817,4301,,
H,1297827,2515,1.0,1.0
H,1297835,2320,2.0,1.0
H,1297836,4301,1.0,6.0
H,1297845,5901,1.0,6.0
H,1297849,2006,1.0,5.0
H,1297854,3502,1.0,1.0
H,1297863,200,2.0,2.0
H,1297872,3305,2.0,1.0
H,1297882,3802,,
H,1297894,4200,1.0,1.0
H,1297903,2501,1.0,1.0
H,1297911,6804,2.0,1.0
H,1297935,100,1.0,3.0
H,1297949,6400,,
H,1297962,1901,1.0,4.0
H,1297981,5309,1.0,6.0
H,1297989,2513,2.0,1.0
H,1298013,5800,1.0,1.0
H,1298014,2507,1.0,1.0
H,1298038,5203,1.0,1.0
H,1298043,4302,,
H,1298130,4612,,
H,1298170,4701,,
H,1298176,4302,1.0,6.0
H,1298177,400,2.0,4.0
H,1298180,4606,2.0,5.0
H,1298205,1400,1.0,3.0
H,1298213,4635,3.0,6.0
H,1298224,1502,,
H,1298251,6200,2.0,1.0
H,1298266,900,1.0,1.0
H,1298285,4614,,
H,1298309,1000,1.0,1.0
H,1298310,1901,1.0,6.0
H,1298314,1906,2.0,1.0
H,1298356,4803,1.0,6.0
H,1298358,1600,1.0,6.0
H,1298363,4802,1.0,6.0
H,1298365,5306,,
H,1298366,400,2.0,4.0
H,1298369,502,2.0,3.0
H,1298391,100,1.0,1.0
H,1298394,700,1.0,6.0
H,1298395,4901,4.0,1.0
H,1298401,3400,,
H,1298403,3602,1.0,1.0
H,1298417,2314,2.0,2.0
H,1298430,3601,,
H,1298448,4634,2.0,1.0
H,1298454,2514,3.0,6.0
H,1298474,5915,1.0,3.0
H,1298500,3501,2.0,4.0
H,1298525,2320,1.0,1.0
H,1298552,5400,1.0,1.0
H,1298587,3601,1.0,1.0
H,1298595,3501,1.0,1.0
H,1298596,6703,,
H,1298631,1600,1.0,2.0
H,1298634,3900,,
H,1298637,1904,4.0,3.0
H,1298642,3400,,
H,1298661,4803,2.0,1.0
H,1298680,3601,2.0,1.0
H,1298701,4903,1.0,4.0
H,1298726,1200,1.0,6.0
H,1298746,4635,1.0,1.0
H,1298756,4621,,
H,1298757,5500,,
H,1298773,2102,,
H,1298777,3601,1.0,1.0
H,1298783,5908,1.0,3.0
H,1298841,900,,
H,1298846,2303,2.0,1.0
H,1298847,3602,1.0,5.0
H,1298895,3602,1.0,7.0
H,1298908,1902,1.0,1.0
H,1298924,6803,2.0,5.0
H,1298930,2317,1.0,3.0
H,1298933,4604,2.0,3.0
H,1298938,2309,1.0,2.0
H,1298942,2321,1.0,1.0
H,1298963,3400,1.0,6.0
H,1298974,3400,1.0,1.0
H,1299003,2301,1.0,1.0
H,1299008,4631,1.0,6.0
H,1299012,1000,1.0,1.0
H,1299043,2600,,
H,1299074,2315,1.0,3.0
H,1299077,4701,1.0,6.0
H,1299078,6702,2.0,1.0
H,1299086,1903,1.0,6.0
H,1299089,5000,1.0,1.0
H,1299103,501,,
H,1299118,5700,1.0,6.0
H,1299124,5301,1.0,5.0
H,1299140,4000,1.0,1.0
H,1299156,4100,,
H,1299159,3400,1.0,1.0
H,1299168,4603,,
H,1299177,600,1.0,6.0
H,1299179,3900,,
H,1299190,5600,1.0,1.0
H,1299202,3601,1.0,1.0
H,1299209,1300,1.0,6.0
H,1299239,2314,1.0,4.0
H,1299278,5911,1.0,6.0
H,1299282,5905,,
H,1299285,6301,2.0,3.0
H,1299303,4604,3.0,1.0
H,1299326,6200,2.0,3.0
H,1299327,1100,1.0,1.0
H,1299335,1502,,
H,1299339,5902,1.0,6.0
H,1299348,4612,2.0,1.0
H,1299357,2200,2.0,2.0
H,1299358,1907,1.0,5.0
H,1299360,2309,1.0,1.0
H,1299364,2302,1.0,1.0
H,1299394,5902,2.0,4.0
H,1299408,4626,,
H,1299414,2319,1.0,1.0
H,1299437,2508,2.0,5.0
H,1299487,1800,1.0,1.0
H,1299497,3802,1.0,4.0
H,1299520,2001,1.0,1.0
H,1299534,5203,4.0,1.0
H,1299537,4302,1.0,1.0
H,1299573,3304,2.0,1.0
H,1299591,5905,,
H,1299597,4200,1.0,1.0
H,1299598,6200,,
H,1299607,6301,2.0,3.0
H,1299608,4616,2.0,1.0
H,1299610,700,1.0,1.0
H,1299612,1906,1.0,3.0
H,1299621,2307,4.0,1.0
H,1299630,2600,1.0,6.0
H,1299672,2900,1.0,6.0
H,1299686,4622,1.0,1.0
H,1299700,4901,1.0,1.0
H,1299704,6601,2.0,1.0
H,1299707,4301,1.0,6.0
H,1299723,6301,,
H,1299734,1300,2.0,1.0
H,1299746,1901,1.0,3.0
H,1299757,5910,,
H,1299767,5908,4.0,1.0
H,1299768,5910,1.0,1.0
H,1299776,5302,1.0,4.0
H,1299801,3700,1.0,1.0
H,1299826,2513,4.0,1.0
H,1299847,5202,1.0,1.0
H,1299863,2514,2.0,1.0
H,1299872,6200,,
H,1299873,800,1.0,5.0
H,1299888,2306,1.0,6.0
H,1299913,300,1.0,1.0
H,1299938,2515,1.0,1.0
H,1299941,1100,,
H,1299966,5907,5.0,1.0
H,1299967,3200,2.0,1.0
H,1299970,4905,2.0,7.0
H,1299998,4605,1.0,1.0
H,1300018,2502,1.0,1.0
H,1300025,2317,1.0,1.0
H,1300034,700,1.0,1.0
H,1300049,2508,1.0,4.0
H,1300053,3304,2.0,1.0
H,1300059,2316,1.0,4.0
H,1300063,2305,2.0,2.0
H,1300073,4632,1.0,1.0
H,1300080,5915,1.0,1.0
H,1300084,2316,2.0,1.0
H,1300096,800,1.0,2.0
H,1300099,5302,1.0,7.0
H,1300102,6500,1.0,4.0
H,1300135,1501,1.0,1.0
H,1300160,3900,,
H,1300164,3400,1.0,1.0
H,1300174,900,2.0,1.0
H,1300242,5500,1.0,1.0
H,1300244,700,1.0,1.0
H,1300245,5905,1.0,1.0
H,1300250,700,1.0,1.0
H,1300264,2322,1.0,4.0
H,1300265,3200,1.0,7.0
H,1300340,1600,1.0,1.0
H,1300361,4904,4.0,2.0
H,1300393,2308,1.0,6.0
H,1300396,2307,1.0,6.0
H,1300404,4803,,
H,1300429,2318,1.0,3.0
H,1300451,2101,1.0,1.0
H,1300452,2101,1.0,3.0
H,1300468,4701,1.0,3.0
H,1300508,4605,2.0,3.0
H,1300515,900,1.0,1.0
H,1300527,6100,1.0,1.0
H,1300528,5302,1.0,6.0
H,1300533,2515,2.0,2.0
H,1300536,3601,1.0,3.0
H,1300550,700,1.0,6.0
H,1300559,501,1.0,1.0
H,1300578,5908,2.0,1.0
H,1300593,1200,1.0,3.0
H,1300622,3700,1.0,4.0
H,1300638,5911,3.0,6.0
H,1300654,4503,,
H,1300671,4902,4.0,1.0
H,1300673,6000,1.0,1.0
H,1300693,4612,3.0,1.0
H,1300701,5910,2.0,1.0
H,1300702,6701,2.0,6.0
H,1300719,4400,2.0,1.0
H,1300742,5500,1.0,1.0
H,1300756,700,1.0,1.0
H,1300769,4905,1.0,4.0
H,1300774,2311,1.0,5.0
H,1300783,3700,,
H,1300811,502,1.0,1.0
H,1300825,1600,,
H,1300850,1800,,
H,1300873,1100,1.0,6.0
H,1300878,1502,1.0,1.0
H,1300908,2502,1.0,6.0
H,1300909,5100,2.0,4.0
H,1300919,600,1.0,1.0
H,1300930,3602,1.0,4.0
H,1300932,4614,2.0,2.0
H,1300952,5306,1.0,7.0
H,1300953,2800,2.0,1.0
H,1300962,1904,1.0,1.0
H,1300964,1800,,
H,1300980,2900,2.0,3.0
H,1300989,5308,4.0,1.0
H,1301063,2313,1.0,6.0
H,1301065,6100,1.0,1.0
H,1301090,5903,1.0,4.0
H,1301097,6803,2.0,1.0
H,1301103,3303,2.0,6.0
H,1301122,4612,2.0,3.0
H,1301132,3200,1.0,1.0
H,1301142,3306,2.0,4.0
H,1301157,6703,2.0,1.0
H,1301161,1902,3.0,1.0
H,1301171,2306,2.0,5.0
H,1301176,2600,1.0,4.0
H,1301183,100,1.0,3.0
H,1301201,3301,2.0,1.0
H,1301222,5307,2.0,1.0
H,1301233,2515,2.0,1.0
H,1301240,2514,4.0,1.0
H,1301253,2313,1.0,4.0
H,1301261,3700,1.0,6.0
H,1301289,2101,,
H,1301333,4503,1.0,1.0
H,1301345,4604,2.0,1.0
H,1301351,4623,1.0,3.0
H,1301357,1906,1.0,1.0
H,1301368,1600,,
H,1301377,2504,,
H,1301416,3200,,
H,1301452,2307,,
H,1301458,5916,1.0,2.0
H,1301463,1700,,
H,1301467,2312,1.0,1.0
H,1301520,6703,2.0,1.0
H,1301524,4611,2.0,1.0
H,1301527,1501,1.0,1.0
H,1301547,2307,1.0,1.0
H,1301563,3700,,
H,1301581,5915,1.0,1.0
H,1301585,3200,,
H,1301610,2102,2.0,1.0
H,1301617,4905,1.0,5.0
H,1301643,2306,1.0,1.0
