RT,SERIALNO,PUMA,HHL,HHT
H,11970,2005,1.0,3.0
H,11977,4200,1.0,1.0
H,11979,3305,2.0,4.0
H,12009,5901,1.0,6.0
H,12010,4613,1.0,1.0
H,12036,5500,,
H,12049,2512,1.0,6.0
H,12053,4632,1.0,1.0
H,12062,2512,2.0,4.0
H,12079,2004,1.0,1.0
H,12089,5307,1.0,4.0
H,12122,2302,2.0,7.0
H,12152,501,,
H,12161,4604,1.0,1.0
H,12176,2312,,
H,12181,2004,1.0,1.0
H,12183,2003,1.0,1.0
H,12196,1000,,
H,12213,5914,1.0,1.0
H,12226,2005,1.0,6.0
H,12238,2513,,
H,12249,4000,1.0,1.0
H,12254,5100,1.0,3.0
H,12255,2516,1.0,1.0
H,12257,2313,1.0,6.0
H,12271,4803,1.0,6.0
H,12275,4000,,
H,12287,3900,1.0,3.0
H,12289,4604,2.0,6.0
H,12299,5915,3.0,1.0
H,12309,5916,2.0,1.0
H,12314,2001,1.0,1.0
H,12340,2507,1.0,6.0
H,12354,1300,,
H,12366,3900,1.0,4.0
H,12375,5500,1.0,1.0
H,12380,5100,2.0,1.0
H,12381,6702,2.0,3.0
H,12395,4502,1.0,6.0
H,12405,4200,1.0,1.0
H,12406,4627,1.0,4.0
H,12415,5500,,
H,12418,5914,1.0,1.0
H,12433,502,1.0,1.0
H,12449,400,,
H,12452,5201,1.0,3.0
H,12462,5306,1.0,1.0
H,12463,1400,1.0,1.0
H,12472,6602,2.0,4.0
H,12480,5908,2.0,1.0
H,12487,5309,1.0,1.0
H,12503,5916,2.0,6.0
H,12545,1600,,
H,12554,4701,1.0,5.0
H,12562,6000,1.0,1.0
H,12564,1904,1.0,1.0
H,12574,5000,1.0,1.0
H,12600,4629,3.0,1.0
H,12611,300,1.0,1.0
H,12617,2001,1.0,5.0
H,12618,2309,1.0,1.0
H,12627,2504,4.0,2.0
H,12631,2307,1.0,1.0
H,12664,6807,,
H,12673,1100,,
H,12680,4621,1.0,6.0
H,12691,5202,2.0,1.0
H,12694,6702,1.0,1.0
H,12708,5307,1.0,4.0
H,12724,501,,
H,12736,3601,,
H,12740,2507,1.0,1.0
H,12742,4630,1.0,1.0
H,12752,5909,1.0,6.0
H,12753,6807,1.0,6.0
H,12760,2005,2.0,5.0
H,12787,2312,,
H,12823,2600,1.0,5.0
H,12831,3900,,
H,12835,100,1.0,1.0
H,12856,5304,1.0,1.0
H,12857,2316,1.0,3.0
H,12871,5500,1.0,1.0
H,12892,4200,1.0,3.0
H,12910,6602,1.0,6.0
H,12911,4623,2.0,1.0
H,12920,4100,1.0,1.0
H,12928,900,2.0,3.0
H,12937,4702,1.0,6.0
H,12942,5911,1.0,4.0
H,12946,1502,1.0,6.0
H,12954,6703,2.0,1.0
H,12970,2600,1.0,1.0
H,12973,5400,1.0,7.0
H,12980,5902,1.0,1.0
H,13002,4302,1.0,1.0
H,13010,6806,1.0,4.0
H,13012,2314,1.0,4.0
H,13026,3000,1.0,1.0
H,13029,1700,,
H,13034,2600,,
H,13047,3602,1.0,3.0
H,13058,2316,1.0,7.0
H,13066,4905,1.0,6.0
H,13081,1903,3.0,1.0
H,13097,5303,1.0,1.0
H,13110,1400,3.0,1.0
H,13113,4902,2.0,1.0
H,13123,100,2.0,2.0
H,13146,4000,1.0,1.0
H,13147,2600,,
H,13161,5915,1.0,1.0
H,13164,3301,,
H,13174,4618,,
H,13210,300,1.0,1.0
H,13217,4625,1.0,5.0
H,13218,4618,,
H,13231,2102,1.0,4.0
H,13235,4504,1.0,3.0
H,13262,502,1.0,1.0
H,13278,2306,1.0,6.0
H,13311,2600,1.0,4.0
H,13315,3302,2.0,3.0
H,13322,2321,2.0,7.0
H,13336,1902,1.0,1.0
H,13342,4617,,
H,13361,800,1.0,4.0
H,13366,4302,1.0,1.0
H,13371,4902,4.0,1.0
H,13376,3502,1.0,1.0
H,13429,900,1.0,6.0
H,13431,2512,1.0,3.0
H,13435,1800,1.0,6.0
H,13473,2700,1.0,1.0
H,13493,6803,2.0,3.0
H,13499,3301,2.0,3.0
H,13500,300,1.0,1.0
H,13505,5204,1.0,1.0
H,13513,800,,
H,13520,2101,1.0,6.0
H,13539,4621,1.0,1.0
H,13541,2003,1.0,1.0
H,13542,5500,1.0,1.0
H,13543,5000,1.0,6.0
H,13571,2101,1.0,3.0
H,13590,4624,3.0,1.0
H,13601,2001,1.0,1.0
H,13609,3601,1.0,1.0
H,13614,2600,2.0,1.0
H,13621,200,1.0,6.0
H,13629,4603,3.0,1.0
H,13643,2513,1.0,3.0
H,13652,5306,2.0,1.0
H,13661,2400,1.0,3.0
H,13662,4803,,
H,13666,4638,,
H,13722,6701,1.0,6.0
H,13726,600,1.0,1.0
H,13740,1903,1.0,4.0
H,13775,5303,1.0,5.0
H,13806,600,,
H,13809,3700,1.0,1.0
H,13813,4607,2.0,3.0
H,13814,4623,2.0,1.0
H,13817,4902,,
H,13837,2308,2.0,1.0
H,13851,6702,2.0,1.0
H,13871,600,1.0,1.0
H,13875,4601,1.0,6.0
H,13893,6000,,
H,13901,5308,1.0,1.0
H,13905,4501,1.0,6.0
H,13915,5304,1.0,4.0
H,13921,4200,1.0,1.0
H,13939,2322,1.0,6.0
H,13996,2101,1.0,1.0
H,14000,5400,,
H,14009,4502,1.0,1.0
H,14026,4601,2.0,2.0
H,14036,400,,
H,14047,3302,1.0,4.0
H,14063,2513,2.0,1.0
H,14066,5304,2.0,3.0
H,14074,3301,,
H,14087,2302,2.0,1.0
H,14089,1000,,
H,14111,4302,1.0,5.0
H,14123,3802,1.0,1.0
H,14142,5302,1.0,1.0
H,14150,6000,,
H,14155,2001,1.0,1.0
H,14169,6807,2.0,3.0
H,14176,5908,1.0,1.0
H,14179,6602,2.0,1.0
H,14202,4905,1.0,4.0
H,14212,900,1.0,7.0
H,14238,5800,1.0,1.0
H,14239,2304,1.0,6.0
H,14278,2320,2.0,1.0
H,14315,3502,1.0,1.0
H,14320,2321,1.0,1.0
H,14351,2321,1.0,3.0
H,14360,5905,,
H,14372,3400,1.0,1.0
H,14376,3200,1.0,1.0
H,14385,3900,1.0,1.0
H,14416,2322,1.0,2.0
H,14417,5905,2.0,3.0
H,14426,3400,1.0,1.0
H,14437,4621,3.0,5.0
H,14456,400,1.0,5.0
H,14460,3000,1.0,1.0
H,14462,502,,
H,14470,2304,,
H,14476,4100,1.0,3.0
H,14487,4100,1.0,2.0
H,14517,6400,2.0,1.0
H,14534,6805,1.0,4.0
H,14543,4602,,
H,14562,2200,1.0,1.0
H,14572,2200,,
H,14591,3501,1.0,3.0
H,14592,4626,,
H,14595,5500,,
H,14604,2700,1.0,6.0
H,14611,3802,1.0,5.0
H,14648,700,2.0,1.0
H,14655,5400,1.0,4.0
H,14665,1902,4.0,1.0
H,14666,4301,1.0,6.0
H,14668,400,1.0,1.0
H,14675,2800,,
H,14692,4604,,
H,14694,4616,4.0,1.0
H,14706,4612,1.0,6.0
H,14708,2321,1.0,3.0
H,14709,1200,1.0,1.0
H,14724,6301,2.0,6.0
H,14735,6803,2.0,1.0
H,14758,4629,1.0,1.0
H,14761,5905,2.0,6.0
H,14777,4638,4.0,4.0
H,14785,2310,1.0,3.0
H,14788,2502,1.0,1.0
H,14791,4905,1.0,1.0
H,14801,4301,2.0,1.0
H,14808,502,1.0,7.0
H,14821,4604,1.0,4.0
H,14836,2311,1.0,1.0
H,14842,5201,1.0,4.0
H,14871,4902,1.0,4.0
H,14872,5100,2.0,1.0
H,14880,4802,1.0,1.0
H,14882,3900,1.0,1.0
H,14891,502,1.0,1.0
H,14911,300,1.0,1.0
H,14935,4638,1.0,1.0
H,14956,6602,1.0,3.0
H,14957,3301,2.0,1.0
H,14972,3200,,
H,14981,2514,1.0,1.0
H,14998,4400,1.0,1.0
H,15005,3801,,
H,15034,3601,,
H,15059,2509,1.0,6.0
H,15084,6701,,
H,15119,4628,1.0,6.0
H,15143,2318,4.0,2.0
H,15151,5306,,
H,15161,2002,4.0,1.0
H,15185,3200,2.0,1.0
H,15194,5700,1.0,1.0
H,15200,100,1.0,1.0
H,15210,4000,1.0,1.0
H,15249,4627,3.0,1.0
H,15256,3801,1.0,5.0
H,15261,800,,
H,15263,4629,1.0,1.0
H,15264,600,1.0,4.0
H,15316,1700,,
H,15332,2501,1.0,1.0
H,15347,2200,2.0,1.0
H,15365,1600,1.0,1.0
H,15381,6301,2.0,1.0
H,15387,3602,1.0,5.0
H,15403,4637,4.0,1.0
H,15404,2320,1.0,1.0
H,15416,4502,1.0,1.0
H,15422,2301,1.0,1.0
H,15439,2514,1.0,1.0
H,15462,2315,2.0,3.0
H,15463,4902,3.0,1.0
H,15491,5204,1.0,1.0
H,15493,3601,,
H,15500,1902,5.0,3.0
H,15503,2002,1.0,6.0
H,15508,5500,1.0,1.0
H,15510,1800,1.0,1.0
H,15519,700,,
H,15532,3302,2.0,1.0
H,15535,5204,1.0,4.0
H,15555,5204,1.0,1.0
H,15558,5204,1.0,2.0
H,15565,3305,5.0,4.0
H,15570,2511,5.0,1.0
H,15575,4611,,
H,15605,6500,1.0,1.0
H,15612,3302,2.0,2.0
H,15613,1100,1.0,6.0
H,15616,3100,1.0,1.0
H,15620,400,2.0,1.0
H,15625,5500,,
H,15642,4628,2.0,1.0
H,15643,400,,
H,15652,2005,,
H,15657,4605,1.0,4.0
H,15658,2310,1.0,6.0
H,15660,3304,,
H,15676,5306,,
H,15760,3400,1.0,1.0
H,15765,2600,,
H,15822,4624,1.0,6.0
H,15826,800,1.0,4.0
H,15845,6801,2.0,4.0
H,15859,3400,1.0,1.0
H,15864,6301,2.0,3.0
H,15865,1000,1.0,1.0
H,15866,5914,1.0,4.0
H,15868,3303,2.0,3.0
H,15869,5308,1.0,1.0
H,15875,5700,1.0,1.0
H,15880,2504,2.0,1.0
H,15887,4701,2.0,6.0
H,15893,5911,2.0,4.0
H,15898,2900,,
H,15933,5906,2.0,3.0
H,15957,1905,1.0,1.0
H,15965,1200,1.0,1.0
H,15967,5905,,
H,15968,1100,1.0,1.0
H,15972,3601,,
H,15977,3301,2.0,2.0
H,15984,1700,1.0,3.0
H,15985,6200,,
H,15992,5202,2.0,1.0
H,16006,4503,1.0,1.0
H,16012,4604,1.0,4.0
H,16019,200,1.0,1.0
H,16028,4701,2.0,3.0
H,16037,3802,2.0,1.0
H,16042,5901,2.0,6.0
H,16047,4616,2.0,1.0
H,16060,2001,2.0,6.0
H,16073,5302,2.0,3.0
H,16092,5903,2.0,6.0
H,16141,1800,,
H,16156,3900,1.0,4.0
H,16189,3601,1.0,6.0
H,16200,1905,1.0,1.0
H,16205,6400,,
H,16232,1901,1.0,3.0
H,16279,2400,1.0,1.0
H,16304,2513,,
H,16308,200,,
H,16343,3602,1.0,5.0
H,16345,2509,1.0,1.0
H,16361,1903,1.0,1.0
H,16366,700,1.0,6.0
H,16368,4503,1.0,3.0
H,16377,4635,3.0,3.0
H,16400,2317,1.0,6.0
H,16433,5301,1.0,1.0
H,16435,2501,1.0,3.0
H,16446,2303,2.0,1.0
H,16448,2312,1.0,1.0
H,16460,5903,2.0,3.0
H,16467,5309,1.0,2.0
H,16482,2504,1.0,3.0
H,16498,5913,1.0,1.0
H,16501,2600,2.0,3.0
H,16526,100,,
H,16528,1700,1.0,6.0
H,16531,6806,2.0,4.0
H,16539,2600,1.0,1.0
H,16550,2511,1.0,1.0
H,16578,4635,1.0,6.0
H,16589,3502,,
H,16606,1300,1.0,6.0
H,16625,2005,1.0,4.0
H,16677,4619,,
H,16690,100,1.0,6.0
H,16720,4636,1.0,5.0
H,16731,1300,,
H,16741,4607,1.0,1.0
H,16747,3700,,
H,16755,2900,,
H,16774,2318,,
H,16839,5201,1.0,2.0
H,16857,4636,2.0,1.0
H,16866,6803,,
H,16881,4617,1.0,3.0
H,16902,6200,,
H,16905,4603,2.0,6.0
H,16917,4602,2.0,1.0
H,16918,2400,1.0,1.0
H,16919,4605,1.0,1.0
H,16925,1800,1.0,1.0
H,16931,3900,1.0,4.0
H,16940,4803,1.0,1.0
H,16958,4504,2.0,1.0
H,16981,1000,1.0,3.0
H,17008,2309,,
H,17009,5901,2.0,3.0
H,17014,1903,1.0,4.0
H,17029,3302,2.0,1.0
H,17037,5909,2.0,1.0
H,17088,2508,1.0,3.0
H,17093,3306,,
H,17103,4503,2.0,1.0
H,17115,2317,,
H,17122,3601,1.0,1.0
H,17148,600,,
H,17162,4605,2.0,1.0
H,17173,4637,1.0,1.0
H,17181,5700,1.0,1.0
H,17185,2314,1.0,3.0
H,17214,2506,2.0,1.0
H,17229,200,1.0,1.0
H,17267,5500,,
H,17282,2514,2.0,4.0
H,17286,6301,,
H,17292,2321,1.0,7.0
H,17300,5907,2.0,1.0
H,17312,3302,1.0,1.0
H,17318,6805,1.0,6.0
H,17345,3301,,
H,17360,5911,1.0,1.0
H,17371,3801,,
H,17386,3302,2.0,7.0
H,17397,2900,,
H,17424,4100,,
H,17430,2321,1.0,3.0
H,17437,5914,1.0,1.0
H,17459,5303,1.0,3.0
H,17463,2102,,
H,17480,5911,1.0,3.0
H,17484,1000,1.0,1.0
H,17490,100,,
H,17496,4624,1.0,1.0
H,17518,4613,1.0,3.0
H,17519,502,1.0,2.0
H,17534,2306,1.0,5.0
H,17547,2510,1.0,1.0
H,17563,6100,2.0,1.0
H,17568,3802,1.0,1.0
H,17570,5100,,
H,17587,2101,1.0,6.0
H,17594,5905,2.0,2.0
H,17601,2001,2.0,1.0
H,17608,4604,1.0,4.0
H,17621,2101,1.0,1.0
H,17639,1700,1.0,6.0
H,17649,2600,1.0,4.0
H,17653,3306,2.0,1.0
H,17663,3700,,
H,17665,1200,1.0,1.0
H,17680,4603,,
H,17682,2308,1.0,6.0
H,17685,2101,,
H,17694,4701,,
H,17704,1904,1.0,1.0
H,17748,5301,1.0,3.0
H,17770,3602,2.0,4.0
H,17775,4803,1.0,2.0
H,17776,900,1.0,1.0
H,17780,900,1.0,3.0
H,17786,2101,2.0,1.0
H,17809,4603,,
H,17814,4301,,
H,17836,4301,1.0,5.0
H,17839,4621,1.0,1.0
H,17843,4000,1.0,6.0
H,17864,800,1.0,1.0
H,17865,5910,,
H,17868,400,1.0,1.0
H,17874,2306,2.0,1.0
H,17887,3700,1.0,3.0
H,17890,4612,2.0,1.0
H,17923,6500,2.0,4.0
H,17960,2101,1.0,1.0
H,17985,1300,1.0,1.0
H,17988,2200,,
H,17989,2513,2.0,4.0
H,17994,4901,2.0,1.0
H,17998,2513,1.0,1.0
H,18006,1300,1.0,7.0
H,18011,5301,1.0,1.0
H,18016,2102,1.0,1.0
H,18060,4626,1.0,1.0
H,18107,5906,2.0,7.0
H,18131,3100,1.0,4.0
H,18136,4200,1.0,6.0
H,18141,5309,1.0,5.0
H,18184,4631,1.0,1.0
H,18208,1902,2.0,3.0
H,18222,900,,
H,18237,1906,5.0,5.0
H,18246,6602,2.0,6.0
H,18250,3304,2.0,3.0
H,18265,5307,3.0,1.0
H,18270,4302,1.0,1.0
H,18322,6702,,
H,18327,1600,1.0,6.0
H,18348,4801,1.0,1.0
H,18353,400,1.0,2.0
H,18362,5906,2.0,3.0
H,18386,4622,1.0,4.0
H,18396,4801,1.0,1.0
H,18409,5303,1.0,1.0
H,18410,5000,1.0,1.0
H,18420,4302,1.0,1.0
H,18421,2305,2.0,3.0
H,18424,4621,1.0,6.0
H,18441,5905,1.0,1.0
H,18449,4609,2.0,1.0
H,18454,2101,2.0,1.0
H,18468,2309,2.0,1.0
H,18478,3601,1.0,2.0
H,18484,6301,2.0,1.0
H,18498,1901,1.0,1.0
H,18500,400,,
H,18542,5303,1.0,5.0
H,18570,1800,1.0,1.0
H,18583,502,2.0,4.0
H,18610,5903,2.0,3.0
H,18613,4610,1.0,4.0
H,18620,2900,1.0,1.0
H,18622,2310,1.0,4.0
H,18636,800,1.0,1.0
H,18639,5201,1.0,3.0
H,18643,4629,1.0,1.0
H,18649,4634,1.0,1.0
H,18698,4901,1.0,1.0
H,18726,5911,1.0,1.0
H,18731,5902,2.0,3.0
H,18732,4613,1.0,2.0
H,18738,600,,
H,18742,2516,1.0,1.0
H,18751,1903,1.0,1.0
H,18768,2200,1.0,1.0
H,18796,6804,,
H,18814,4000,,
H,18818,4637,,
H,18855,2501,,
H,18863,3501,1.0,1.0
H,18866,4613,5.0,1.0
H,18887,3802,1.0,4.0
H,18905,2319,2.0,2.0
H,18907,3301,,
H,18912,3900,1.0,6.0
H,18931,5500,1.0,1.0
H,18939,4100,2.0,1.0
H,18980,2314,2.0,3.0
H,18985,6601,1.0,1.0
H,19044,3303,2.0,3.0
H,19052,2510,1.0,2.0
H,19065,2005,1.0,6.0
H,19081,1000,1.0,1.0
H,19107,3601,3.0,1.0
H,19108,5700,,
H,19113,4628,2.0,5.0
H,19137,5500,,
H,19148,2509,,
H,19152,5500,1.0,1.0
H,19156,4904,4.0,1.0
H,19173,3200,2.0,1.0
H,19187,2006,1.0,6.0
H,19188,2507,3.0,1.0
H,19193,2317,1.0,3.0
H,19194,6804,2.0,3.0
H,19213,1904,2.0,1.0
H,19215,1700,,
H,19222,300,,
H,19248,3400,1.0,1.0
H,19251,5202,3.0,3.0
H,19265,2516,1.0,5.0
H,19282,6701,2.0,4.0
H,19283,1100,1.0,1.0
H,19311,4609,2.0,1.0
H,19313,2514,1.0,5.0
H,19321,502,1.0,1.0
H,19352,2003,1.0,6.0
H,19414,2002,1.0,1.0
H,19421,600,1.0,2.0
H,19426,5901,1.0,3.0
H,19455,2005,1.0,1.0
H,19456,1907,1.0,1.0
H,19465,2304,1.0,1.0
H,19478,2600,1.0,1.0
H,19491,1501,,
H,19493,4501,1.0,4.0
H,19553,4100,,
H,19572,4302,1.0,6.0
H,19580,4902,2.0,1.0
H,19582,3400,1.0,1.0
H,19590,300,1.0,1.0
H,19595,1300,1.0,1.0
H,19597,1902,4.0,1.0
H,19599,3501,2.0,1.0
H,19601,4609,1.0,6.0
H,19607,2308,1.0,3.0
H,19608,5000,1.0,1.0
H,19618,2501,,
H,19620,1000,1.0,1.0
H,19625,2306,1.0,1.0
H,19629,1905,1.0,4.0
H,19633,3306,4.0,2.0
H,19651,1600,2.0,1.0
H,19657,2316,1.0,1.0
H,19667,5907,1.0,1.0
H,19677,2501,1.0,1.0
H,19687,4628,2.0,1.0
H,19695,5204,4.0,6.0
H,19711,4301,1.0,4.0
H,19759,4803,,
H,19764,6802,2.0,3.0
H,19787,4100,1.0,1.0
H,19799,2314,1.0,6.0
H,19801,2306,1.0,1.0
H,19814,100,,
H,19821,3700,2.0,1.0
H,19838,600,1.0,1.0
H,19874,3601,1.0,1.0
H,19880,5901,,
H,19900,5800,1.0,4.0
H,19901,3601,,
H,19931,4608,2.0,1.0
H,19936,4615,2.0,3.0
H,19983,5204,1.0,1.0
H,20000,3601,1.0,1.0
H,20030,5000,2.0,1.0
H,20037,5100,1.0,1.0
H,20048,5911,1.0,6.0
H,20050,5100,1.0,4.0
H,20053,5914,2.0,6.0
H,20066,5902,1.0,4.0
H,20070,2508,1.0,1.0
H,20082,2509,1.0,6.0
H,20096,1000,,
H,20143,6703,2.0,1.0
H,20169,2322,1.0,1.0
H,20204,5203,2.0,6.0
H,20206,400,1.0,6.0
H,20209,6400,2.0,1.0
H,20239,4615,4.0,1.0
H,20257,6702,2.0,3.0
H,20264,1800,1.0,3.0
H,20277,2301,1.0,1.0
H,20301,4701,,
H,20308,2516,,
H,20311,6807,2.0,1.0
H,20320,3501,1.0,1.0
H,20330,2800,,
H,20331,501,2.0,6.0
H,20341,4629,2.0,6.0
H,20343,1800,1.0,1.0
H,20346,4619,1.0,6.0
H,20355,1600,1.0,1.0
H,20379,4614,1.0,3.0
H,20400,2101,1.0,4.0
H,20430,3501,1.0,4.0
H,20437,4603,1.0,4.0
H,20442,2318,4.0,1.0
H,20443,3302,2.0,7.0
H,20470,2313,1.0,2.0
H,20474,3900,1.0,3.0
H,20497,1905,1.0,1.0
H,20503,4501,1.0,3.0
H,20517,5309,1.0,6.0
H,20523,5700,1.0,1.0
H,20539,5305,1.0,1.0
H,20561,4000,1.0,4.0
H,20568,4501,2.0,1.0
H,20573,5913,1.0,1.0
H,20596,5902,1.0,2.0
H,20621,2101,1.0,1.0
H,20624,2101,1.0,6.0
H,20628,2600,,
H,20640,3304,,
H,20677,4100,,
H,20686,2509,1.0,1.0
H,20710,2310,1.0,6.0
H,20723,2005,1.0,6.0
H,20726,5901,2.0,1.0
H,20734,2509,,
H,20757,2503,1.0,1.0
H,20759,4626,2.0,1.0
H,20781,3301,2.0,1.0
H,20782,4602,2.0,4.0
H,20808,3601,,
H,20814,2314,1.0,3.0
H,20834,4604,1.0,5.0
H,20838,4302,1.0,4.0
H,20854,2316,1.0,3.0
H,20858,2313,1.0,4.0
H,20884,200,,
H,20900,2515,2.0,2.0
H,20903,5400,1.0,6.0
H,20957,1600,1.0,1.0
H,20969,4801,1.0,1.0
H,20970,1905,1.0,6.0
H,21020,1903,2.0,5.0
H,21038,5201,2.0,1.0
H,21049,2700,1.0,1.0
H,21094,2101,1.0,3.0
H,21101,2005,1.0,1.0
H,21126,2507,5.0,2.0
H,21148,5100,1.0,1.0
H,21164,6900,2.0,5.0
H,21189,5309,1.0,1.0
H,21193,4607,1.0,3.0
H,21201,100,1.0,6.0
H,21204,2319,4.0,1.0
H,21214,4616,1.0,4.0
H,21238,300,1.0,1.0
H,21263,2101,1.0,6.0
H,21278,2001,1.0,6.0
H,21298,5307,1.0,3.0
H,21299,4629,1.0,1.0
H,21300,6701,2.0,7.0
H,21306,3802,1.0,1.0
H,21312,3900,,
H,21343,2510,1.0,1.0
H,21348,2311,1.0,1.0
H,21363,2301,2.0,2.0
H,21386,2101,2.0,1.0
H,21393,2313,,
H,21424,1600,1.0,1.0
H,21430,3900,,
H,21435,4301,1.0,3.0
H,21438,501,,
H,21449,5303,2.0,3.0
H,21451,1200,1.0,4.0
H,21459,2600,1.0,6.0
H,21462,600,1.0,1.0
H,21519,5308,1.0,6.0
H,21528,5305,1.0,1.0
H,21529,5800,2.0,1.0
H,21538,3100,1.0,4.0
H,21553,3301,3.0,1.0
H,21564,2101,2.0,1.0
H,21573,2312,1.0,1.0
H,21602,502,1.0,1.0
H,21611,2311,1.0,1.0
H,21635,4903,3.0,1.0
H,21651,3802,,
H,21662,5700,1.0,4.0
H,21696,5203,1.0,4.0
H,21709,3303,,
H,21757,6400,,
H,21769,2102,,
H,21796,5901,2.0,3.0
H,21818,5306,1.0,4.0
H,21819,1600,1.0,6.0
H,21850,2509,1.0,3.0
H,21858,5203,1.0,4.0
H,21872,5203,1.0,1.0
H,21891,2311,1.0,1.0
H,21901,5302,1.0,6.0
H,21918,2514,1.0,1.0
H,21928,6900,2.0,5.0
H,21934,3400,1.0,1.0
H,21938,4302,1.0,6.0
H,21949,6200,,
H,21950,2506,1.0,3.0
H,21967,3602,1.0,1.0
H,22000,5901,2.0,3.0
H,22014,4604,2.0,4.0
H,22021,3501,1.0,4.0
H,22030,6805,2.0,4.0
H,22040,1902,2.0,1.0
H,22083,2900,1.0,4.0
H,22153,800,3.0,1.0
H,22159,4631,1.0,1.0
H,22168,900,1.0,1.0
H,22175,1905,1.0,3.0
H,22178,4610,1.0,3.0
H,22219,3801,,
H,22221,6602,,
H,22226,2700,,
H,22236,1800,1.0,1.0
H,22272,300,2.0,1.0
H,22273,6601,1.0,2.0
H,22275,4625,1.0,4.0
H,22276,6400,1.0,1.0
H,22277,2600,1.0,1.0
H,22282,800,1.0,6.0
H,22297,4200,1.0,1.0
H,22321,2318,1.0,3.0
H,22372,6806,2.0,5.0
H,22401,2502,1.0,6.0
H,22406,5308,1.0,1.0
H,22408,6703,2.0,6.0
H,22411,4608,2.0,3.0
H,22432,5204,1.0,1.0
H,22440,2600,1.0,1.0
H,22452,600,,
H,22457,2507,1.0,6.0
H,22471,1000,1.0,4.0
H,22476,6801,2.0,1.0
H,22519,2200,1.0,1.0
H,22532,2505,2.0,1.0
H,22540,2514,1.0,1.0
H,22565,2318,1.0,1.0
H,22614,2002,1.0,1.0
H,22626,4400,1.0,1.0
H,22642,5201,1.0,1.0
H,22655,5400,1.0,1.0
H,22676,2102,1.0,1.0
H,22701,2314,2.0,3.0
H,22702,4702,1.0,6.0
H,22713,2504,1.0,3.0
H,22716,2320,1.0,3.0
H,22728,5500,1.0,1.0
H,22747,5600,,
H,22750,5000,2.0,6.0
H,22759,2509,1.0,4.0
H,22765,5904,2.0,5.0
H,22766,6900,2.0,1.0
H,22767,4616,1.0,4.0
H,22784,3100,,
H,22788,3000,3.0,1.0
H,22804,3000,1.0,1.0
H,22813,4803,,
H,22821,4613,3.0,1.0
H,22827,4301,1.0,3.0
H,22839,4621,4.0,1.0
H,22845,2600,,
H,22849,2303,1.0,7.0
H,22861,4603,,
H,22867,800,1.0,1.0
H,22870,4504,1.0,6.0
H,22925,1100,1.0,1.0
H,22928,4626,2.0,5.0
H,22932,4603,1.0,6.0
H,22936,4200,1.0,4.0
H,22941,5307,1.0,7.0
H,22949,100,1.0,1.0
H,22969,3501,1.0,6.0
H,22979,2322,1.0,2.0
H,22981,5905,1.0,4.0
H,23000,1600,,
H,23006,700,,
H,23042,6100,1.0,1.0
H,23051,2600,1.0,6.0
H,23053,2315,2.0,1.0
H,23064,6200,,
H,23079,2002,2.0,2.0
H,23081,3100,1.0,4.0
H,23085,5306,1.0,4.0
H,23138,2308,1.0,2.0
H,23156,3700,1.0,1.0
H,23158,4622,1.0,1.0
H,23184,2400,1.0,1.0
H,23188,6805,2.0,3.0
H,23192,2511,1.0,1.0
H,23204,5904,,
H,23218,4622,1.0,1.0
H,23229,3501,1.0,3.0
H,23232,1600,1.0,1.0
H,23241,2306,2.0,1.0
H,23243,300,1.0,1.0
H,23247,3502,,
H,23256,1700,1.0,1.0
H,23261,5201,1.0,4.0
H,23262,2511,1.0,4.0
H,23270,4614,2.0,2.0
H,23282,2515,1.0,1.0
H,23298,3400,,
H,23299,4504,1.0,1.0
H,23314,3602,1.0,3.0
H,23315,3305,1.0,6.0
H,23327,4617,1.0,1.0
H,23345,2302,1.0,1.0
H,23350,5100,1.0,1.0
H,23428,4200,,
H,23443,5500,1.0,1.0
H,23452,4612,,
H,23456,5303,1.0,5.0
H,23479,6703,2.0,3.0
H,23484,1100,2.0,4.0
H,23492,6301,2.0,3.0
H,23500,5302,1.0,1.0
H,23528,100,2.0,1.0
H,23538,4622,1.0,2.0
H,23547,700,,
H,23556,600,1.0,1.0
H,23561,4619,3.0,7.0
H,23567,4803,,
H,23572,2319,2.0,1.0
H,23588,2314,1.0,4.0
H,23591,5201,1.0,1.0
H,23603,2004,1.0,1.0
H,23612,100,1.0,4.0
H,23671,4623,1.0,3.0
H,23672,1400,1.0,1.0
H,23675,4603,,
H,23711,5400,1.0,1.0
H,23715,5915,1.0,1.0
H,23722,2305,1.0,1.0
H,23723,2502,1.0,4.0
H,23733,2006,1.0,1.0
H,23738,4617,1.0,3.0
H,23754,3700,2.0,3.0
H,23761,2515,1.0,1.0
H,23765,5304,1.0,4.0
H,23769,1200,1.0,4.0
H,23782,4503,1.0,1.0
H,23814,5901,,
H,23826,2307,5.0,2.0
H,23857,3802,1.0,6.0
H,23865,6301,2.0,3.0
H,23866,2514,1.0,4.0
H,23887,1000,1.0,1.0
H,23903,6400,2.0,6.0
H,23909,5204,2.0,1.0
H,23923,2700,1.0,5.0
H,23929,3305,1.0,2.0
H,23932,4701,2.0,1.0
H,23944,4603,,
H,23958,3100,1.0,3.0
H,23964,1502,1.0,1.0
H,23994,600,1.0,4.0
H,24031,4400,1.0,1.0
H,24038,6100,1.0,1.0
H,24058,3700,1.0,6.0
H,24067,2312,1.0,1.0
H,24079,6900,,
